_id,objectid_1,objectid,statefp10,countyfp10,tractce10,blkgrpce10,geoid10,namelsad10,mtfcc10,funcstat10,aland10,awater10,intptlat10,intptlon10,hood,hood_no,acres,sqmiles,sectors,censusbloc,hudtractnu,st_area_sh,st_length,cdbguogid2,cdbgname20,stusab2018,cdbgty2018,state2018,county2018,countyname,tract2018,blkgrp2018,lowmod2018,lowmoduniv,lowmodpct2,geoid2018,cdbguogi_1,cdbgname_1,stusab2014,cdbgty2014,state2014,county2014,countyna_1,tract2014,blkgrp2014,lowmod2014,lowmodun_1,lowmodpc_1,geoid2014,lmper2018,cdbg2018,shape_area,shape_length
20276,311,316,42,003,110200,3,420031102003,Block Group 3,G5030,S,298196,0,+40.4765111,-079.9261174,Highland Park,40,747.691,1.163,12,1102003,15000US420031102003,3124957.45599,8354.64568259,425529,Pittsburgh,PA,51,42,3,Allegheny County,110200,3,445,945,0,15000US420031102003,425529,Pittsburgh,PA,51,42,3,Allegheny County,110200,3,285,1395,0.2,1102003,0.47,No,502318.0078125,3352.4747934675
20277,312,317,42,003,110200,2,420031102002,Block Group 2,G5030,S,145230,0,+40.4757786,-079.9213093,Highland Park,40,747.691,1.163,12,1102002,15000US420031102002,1563126.85037,5198.61945216,425529,Pittsburgh,PA,51,42,3,Allegheny County,110200,2,490,1010,0,15000US420031102002,425529,Pittsburgh,PA,51,42,3,Allegheny County,110200,2,300,600,0.5,1102002,0.49000001,No,251258.2265625,2083.63538547945
20278,313,318,42,003,050600,3,420030506003,Block Group 3,G5030,S,287852,0,+40.4507230,-079.9591365,Upper Hill,85,201.167,0.313,15,0506003,15000US420030506003,3088353.60241,9240.99505872,425529,Pittsburgh,PA,51,42,3,Allegheny County,50600,3,520,635,1,15000US420030506003,425529,Pittsburgh,PA,51,42,3,Allegheny County,50600,3,395,705,0.56,506003,0.81999999,Yes,496057.25,3702.80234377993
20279,314,319,42,003,050600,2,420030506002,Block Group 2,G5030,S,126131,0,+40.4521207,-079.9616517,Upper Hill,85,201.167,0.313,15,0506002,15000US420030506002,1357554.0439,5514.11278345,425529,Pittsburgh,PA,51,42,3,Allegheny County,50600,2,465,585,1,15000US420030506002,425529,Pittsburgh,PA,51,42,3,Allegheny County,50600,2,545,790,0.69,506002,0.79000002,Yes,218061.86328125,2209.62605655162
20280,315,320,42,003,980500,1,420039805001,Block Group 1,G5030,S,1603807,8799,+40.4327243,-079.9436647,Squirrel Hill South,77,1717.485,2.671,10,9805001,15000US420039805001,17324024.9128,19427.1110406,425529,Pittsburgh,PA,51,42,3,Allegheny County,980500,1,0,0,0,15000US420039805001,425529,Pittsburgh,PA,51,42,3,Allegheny County,980500,1,25,50,0.5,9805001,0,No,2781271.98828125,7783.80225481406
20281,316,321,42,003,160800,3,420031608003,Block Group 3,G5030,S,252786,0,+40.4192564,-079.9687826,South Side Slopes,73,460.632,0.716,7,1608003,15000US420031608003,2720745.45437,8740.0130878,425529,Pittsburgh,PA,51,42,3,Allegheny County,160800,3,360,665,1,15000US420031608003,425529,Pittsburgh,PA,51,42,3,Allegheny County,160800,3,345,765,0.45,1608003,0.54000002,Yes,436605.41015625,3499.70255109411
20282,317,322,42,003,160800,4,420031608004,Block Group 4,G5030,S,443571,0,+40.4207815,-079.9759391,South Side Slopes,73,460.632,0.716,7,1608004,15000US420031608004,4771361.13522,11348.6164963,425529,Pittsburgh,PA,51,42,3,Allegheny County,160800,4,445,740,1,15000US420031608004,425529,Pittsburgh,PA,51,42,3,Allegheny County,160800,4,425,805,0.53,1608004,0.60000002,Yes,765707.765625,4546.58641980516
20283,318,328,42,003,040900,2,420030409002,Block Group 2,G5030,S,230361,0,+40.4318337,-079.9556760,South Oakland,70,326.793,0.508,14,0409002,15000US420030409002,2479356.96066,6779.15530947,425529,Pittsburgh,PA,51,42,3,Allegheny County,40900,2,815,1100,1,15000US420030409002,425529,Pittsburgh,PA,51,42,3,Allegheny County,40900,2,715,1120,0.64,409002,0.74000001,Yes,398016.9453125,2717.82109910585
20284,319,323,42,003,160900,2,420031609002,Block Group 2,G5030,S,838891,282865,+40.4217339,-079.9608102,South Side Flats,72,601.553,0.936,7,1609002,15000US420031609002,9340778.11952,22376.5446405,425529,Pittsburgh,PA,51,42,3,Allegheny County,160900,2,980,1985,0,15000US420031609002,425529,Pittsburgh,PA,51,42,3,Allegheny County,160900,2,955,1850,0.52,1609002,0.49000001,No,1499111.07421875,8966.00571997461
20285,320,324,42,003,050600,1,420030506001,Block Group 1,G5030,S,392337,6854,+40.4553953,-079.9580440,Upper Hill,85,201.167,0.313,15,0506001,15000US420030506001,4275455.55593,10414.1829422,425529,Pittsburgh,PA,51,42,3,Allegheny County,50600,1,370,645,1,15000US420030506001,425529,Pittsburgh,PA,51,42,3,Allegheny County,50600,1,240,635,0.38,506001,0.56999999,Yes,686823.94921875,4173.95754898383
20286,321,325,42,003,050100,3,420030501003,Block Group 3,G5030,S,308316,0,+40.4459724,-079.9776953,Middle Hill,51,196.108,0.305,15,0501003,15000US420030501003,3315350.87882,7994.23110606,425529,Pittsburgh,PA,51,42,3,Allegheny County,50100,3,695,765,1,15000US420030501003,425529,Pittsburgh,PA,51,42,3,Allegheny County,50100,3,625,720,0.87,501003,0.91000003,Yes,532443.19921875,3203.87550170806
20287,322,326,42,003,050100,2,420030501002,Block Group 2,G5030,S,239938,0,+40.4474812,-079.9721392,Middle Hill,51,196.108,0.305,15,0501002,15000US420030501002,2582454.76284,7472.78941007,425529,Pittsburgh,PA,51,42,3,Allegheny County,50100,2,275,415,1,15000US420030501002,425529,Pittsburgh,PA,51,42,3,Allegheny County,50100,2,65,140,0.46,501002,0.66000003,Yes,414758.953125,2995.3329589896
20288,323,327,42,003,050100,1,420030501001,Block Group 1,G5030,S,242120,0,+40.4501583,-079.9675165,Middle Hill,51,196.108,0.305,15,0501001,15000US420030501001,2605922.84293,6906.17588014,425529,Pittsburgh,PA,51,42,3,Allegheny County,50100,1,410,550,1,15000US420030501001,425529,Pittsburgh,PA,51,42,3,Allegheny County,50100,1,500,680,0.74,501001,0.75,Yes,418561.28125,2768.30969712317
20289,324,329,42,003,040900,1,420030409001,Block Group 1,G5030,S,437084,0,+40.4355157,-079.9628404,South Oakland,70,326.793,0.508,14,0409001,15000US420030409001,4701548.2884,13853.1294393,425529,Pittsburgh,PA,51,42,3,Allegheny County,40900,1,655,735,1,15000US420030409001,425529,Pittsburgh,PA,51,42,3,Allegheny County,40900,1,435,625,0.7,409001,0.88999999,Yes,754832.82421875,5548.60667295473
20290,325,330,42,003,040600,1,420030406001,Block Group 1,G5030,S,253063,0,+40.4367501,-079.9522852,Central Oakland,20,180.883,0.281,14,0406001,15000US420030406001,2763504.64586,8033.65328889,425529,Pittsburgh,PA,51,42,3,Allegheny County,40600,1,1935,2195,1,15000US420030406001,425529,Pittsburgh,PA,51,42,3,Allegheny County,40600,1,1980,2210,0.9,406001,0.88,Yes,443696.37109375,3219.95263234212
20291,326,331,42,003,040500,2,420030405002,Block Group 2,G5030,S,203744,0,+40.4382299,-079.9582159,Central Oakland,20,180.883,0.281,14,0405002,15000US420030405002,2192910.06926,6208.19474494,425529,Pittsburgh,PA,51,42,3,Allegheny County,40500,2,1550,1670,1,15000US420030405002,425529,Pittsburgh,PA,51,42,3,Allegheny County,40500,2,1250,1405,0.89,405002,0.93000001,Yes,352099.38671875,2487.91518151756
20292,327,332,42,003,270100,2,420032701002,Block Group 2,G5030,S,604710,131921,+40.4824127,-080.0461620,Brighton Heights,13,718.262,1.117,2,2701002,15000US420032701002,6386753.03837,10569.747582,425529,Pittsburgh,PA,51,42,3,Allegheny County,270100,2,375,815,0,15000US420032701002,425529,Pittsburgh,PA,51,42,3,Allegheny County,270100,2,775,1285,0.6,2701002,0.46000001,No,1026827.265625,4238.89077845886
20293,328,333,42,003,270100,1,420032701001,Block Group 1,G5030,S,435462,0,+40.4845890,-080.0396191,Brighton Heights,13,718.262,1.117,2,2701001,15000US420032701001,4686800.23135,10771.7143519,425529,Pittsburgh,PA,51,42,3,Allegheny County,270100,1,570,1660,0,15000US420032701001,425529,Pittsburgh,PA,51,42,3,Allegheny County,270100,1,340,1635,0.21,2701001,0.34,No,753555.71875,4318.9720405273
20294,329,334,42,003,262000,2,420032620002,Block Group 2,G5030,S,183095,0,+40.4677565,-079.9927122,Spring Hill-City View,75,404.765,0.63,1,2620002,15000US420032620002,1970658.9471,6403.95668199,425529,Pittsburgh,PA,51,42,3,Allegheny County,262000,2,465,540,1,15000US420032620002,425529,Pittsburgh,PA,51,42,3,Allegheny County,262000,2,615,750,0.82,2620002,0.86000001,Yes,316690.19921875,2567.15041952898
20295,330,343,42,003,191400,2,420031914002,Block Group 2,G5030,S,565029,0,+40.4260262,-080.0142054,Mount Washington,54,732.495,1.139,6,1914002,15000US420031914002,6055718.87462,11401.6903309,425529,Pittsburgh,PA,51,42,3,Allegheny County,191400,2,695,1180,1,15000US420031914002,425529,Pittsburgh,PA,51,42,3,Allegheny County,191400,2,610,1105,0.55,1914002,0.58999997,Yes,971971.9609375,4567.86938319903
20296,331,335,42,003,562500,1,420035625001,Block Group 1,G5030,S,602805,225010,+40.4627464,-080.0508428,Esplen,31,147.829,0.23,4,5625001,15000US420035625001,6382227.46236,25245.4895497,425529,Pittsburgh,PA,51,42,3,Allegheny County,562500,1,225,310,1,15000US420035625001,425529,Pittsburgh,PA,51,42,3,Allegheny County,562500,1,160,190,0.84,5625001,0.73000002,Yes,1025437.62890625,10112.5007218614
20297,332,336,42,003,563000,1,420035630001,Block Group 1,G5030,S,2520263,0,+40.4507815,-080.0847808,Fairywood,32,622.746,0.969,4,5630001,15000US420035630001,26923859.6799,26392.725603,425529,Pittsburgh,PA,51,42,3,Allegheny County,563000,1,470,1115,0,15000US420035630001,425529,Pittsburgh,PA,51,42,3,Allegheny County,563000,1,360,555,0.65,5630001,0.41999999,No,4324562.40625,10576.3929953926
20298,333,337,42,003,563000,3,420035630003,Block Group 3,G5030,S,503951,0,+40.4521612,-080.0721842,Windgap,90,266.678,0.415,4,5630003,15000US420035630003,5439182.22106,14195.1025486,425529,Pittsburgh,PA,51,42,3,Allegheny County,563000,3,325,745,0,15000US420035630003,425529,Pittsburgh,PA,51,42,3,Allegheny County,563000,3,265,710,0.37,5630003,0.44,No,873688.70703125,5687.21210971596
20299,334,338,42,003,563000,4,420035630004,Block Group 4,G5030,S,342793,0,+40.4578183,-080.0705756,Chartiers City,21,84.954,0.132,4,5630004,15000US420035630004,3683819.82603,9978.22599874,425529,Pittsburgh,PA,51,42,3,Allegheny County,563000,4,330,560,1,15000US420035630004,425529,Pittsburgh,PA,51,42,3,Allegheny County,563000,4,125,345,0.36,5630004,0.58999997,Yes,591826.3046875,4000.31498633016
20300,335,339,42,003,202200,1,420032022001,Block Group 1,G5030,S,551500,0,+40.4524892,-080.0636128,Sheraden,69,572.125,0.89,4,2022001,15000US420032022001,5948857.76131,13387.0397212,425529,Pittsburgh,PA,51,42,3,Allegheny County,202200,1,750,1680,0,15000US420032022001,425529,Pittsburgh,PA,51,42,3,Allegheny County,202200,1,590,1110,0.53,2022001,0.44999999,No,955566.6953125,5362.7018161393
20301,336,340,42,003,281400,2,420032814002,Block Group 2,G5030,S,980865,0,+40.4462505,-080.0501942,Crafton Heights,23,484.575,0.754,4,2814002,15000US420032814002,10549328.7391,14959.5997293,425529,Pittsburgh,PA,51,42,3,Allegheny County,281400,2,1045,1590,1,15000US420032814002,425529,Pittsburgh,PA,51,42,3,Allegheny County,281400,2,955,1345,0.71,2814002,0.66000003,Yes,1694229.25,5992.46983823778
20302,337,341,42,003,562600,3,420035626003,Block Group 3,G5030,S,750054,187348,+40.4498113,-080.0385039,Elliott,30,389.87,0.606,4,5626003,15000US420035626003,7873196.55281,16539.0895626,425529,Pittsburgh,PA,51,42,3,Allegheny County,562600,3,390,870,0,15000US420035626003,425529,Pittsburgh,PA,51,42,3,Allegheny County,562600,3,270,555,0.49,5626003,0.44999999,No,1264501.1640625,6626.98569523222
20303,338,342,42,003,190300,2,420031903002,Block Group 2,G5030,S,333636,0,+40.4300763,-080.0162029,Mount Washington,54,732.495,1.139,6,1903002,15000US420031903002,3465735.30259,9560.0087831,425529,Pittsburgh,PA,51,42,3,Allegheny County,190300,2,410,855,0,15000US420031903002,425529,Pittsburgh,PA,51,42,3,Allegheny County,190300,2,325,710,0.46,1903002,0.47999999,No,556335.375,3829.53505512038
20304,339,344,42,003,191100,1,420031911001,Block Group 1,G5030,S,719798,0,+40.4314455,-080.0231165,Duquesne Heights,25,400.468,0.623,6,1911001,15000US420031911001,7875745.05657,12763.9639425,425529,Pittsburgh,PA,51,42,3,Allegheny County,191100,1,540,1260,0,15000US420031911001,425529,Pittsburgh,PA,51,42,3,Allegheny County,191100,1,610,1100,0.55,1911001,0.43000001,No,1264293.4765625,5114.63306667611
20305,340,345,42,003,191600,1,420031916001,Block Group 1,G5030,S,1170145,0,+40.4219916,-080.0243427,Beechview,8,938.804,1.46,5,1916001,15000US420031916001,12461415.2055,16523.5095541,425529,Pittsburgh,PA,51,42,3,Allegheny County,191600,1,675,1070,1,15000US420031916001,425529,Pittsburgh,PA,51,42,3,Allegheny County,191600,1,285,760,0.38,1916001,0.63,Yes,1999874.140625,6621.27639803231
20306,341,346,42,003,563100,3,420035631003,Block Group 3,G5030,S,928505,0,+40.4270691,-080.0344802,Ridgemont,67,237.059,0.369,4,5631003,15000US420035631003,10246616.4552,16308.7798807,425529,Pittsburgh,PA,51,42,3,Allegheny County,563100,3,165,315,1,15000US420035631003,425529,Pittsburgh,PA,51,42,3,Allegheny County,563100,3,155,440,0.35,5631003,0.51999998,Yes,1644672.90625,6534.65382764797
20307,342,347,42,003,562600,1,420035626001,Block Group 1,G5030,S,512433,0,+40.4408830,-080.0357065,West End,87,128.679,0.2,4,5626001,15000US420035626001,5579476.01886,18778.9915131,425529,Pittsburgh,PA,51,42,3,Allegheny County,562600,1,145,235,1,15000US420035626001,425529,Pittsburgh,PA,51,42,3,Allegheny County,562600,1,100,170,0.59,5626001,0.62,Yes,895821.3125,7523.7592288398
20308,343,348,42,003,271500,1,420032715001,Block Group 1,G5030,S,632832,0,+40.4752131,-080.0240304,Marshall-Shadeland,50,657.903,1.023,2,2715001,15000US420032715001,7134381.12291,17890.9901779,425529,Pittsburgh,PA,51,42,3,Allegheny County,271500,1,195,425,0,15000US420032715001,425529,Pittsburgh,PA,51,42,3,Allegheny County,271500,1,600,760,0.79,2715001,0.46000001,No,1146761.93359375,7172.86962118177
20309,344,349,42,003,980900,1,420039809001,Block Group 1,G5030,S,1453388,854869,+40.4659231,-080.0458881,Marshall-Shadeland,50,657.903,1.023,2,9809001,15000US420039809001,9222634.41584,16591.7893344,425529,Pittsburgh,PA,51,42,3,Allegheny County,980900,1,0,0,0,15000US420039809001,425529,Pittsburgh,PA,51,42,3,Allegheny County,980900,1,0,0,0,9809001,0,No,1482192.05078125,6655.99626707604
20310,345,350,42,003,250700,1,420032507001,Block Group 1,G5030,S,560320,0,+40.4599421,-080.0218657,California-Kirkbride,15,139.552,0.217,3,2507001,15000US420032507001,6050816.65342,11709.5187636,425529,Pittsburgh,PA,51,42,3,Allegheny County,250700,1,555,765,1,15000US420032507001,425529,Pittsburgh,PA,51,42,3,Allegheny County,250700,1,515,845,0.61,2507001,0.73000002,Yes,972157.6640625,4691.52370966464
20311,346,351,42,003,270400,1,420032704001,Block Group 1,G5030,S,395541,0,+40.4654064,-080.0285012,Marshall-Shadeland,50,657.903,1.023,2,2704001,15000US420032704001,4256393.32454,9062.21249882,425529,Pittsburgh,PA,51,42,3,Allegheny County,270400,1,675,1035,1,15000US420032704001,425529,Pittsburgh,PA,51,42,3,Allegheny County,270400,1,720,1100,0.65,2704001,0.64999998,Yes,683966.45703125,3632.194811128
20312,347,352,42,003,241200,1,420032412001,Block Group 1,G5030,S,510109,0,+40.4714234,-079.9884347,Spring Garden,74,176.506,0.275,1,2412001,15000US420032412001,5796033.07926,16698.1740748,425529,Pittsburgh,PA,51,42,3,Allegheny County,241200,1,235,345,1,15000US420032412001,425529,Pittsburgh,PA,51,42,3,Allegheny County,241200,1,275,455,0.6,2412001,0.68000001,Yes,931528.6015625,6698.29636836514
20313,348,353,42,003,262000,3,420032620003,Block Group 3,G5030,S,855799,0,+40.4698731,-079.9965083,Spring Hill-City View,75,404.765,0.63,1,2620003,15000US420032620003,9067098.5563,19457.0767986,425529,Pittsburgh,PA,51,42,3,Allegheny County,262000,3,470,710,1,15000US420032620003,425529,Pittsburgh,PA,51,42,3,Allegheny County,262000,3,300,645,0.47,2620003,0.66000003,Yes,1457195.06640625,7801.98588660514
20314,349,354,42,003,191500,1,420031915001,Block Group 1,G5030,S,534104,0,+40.4186500,-080.0109810,Mount Washington,54,732.495,1.139,6,1915001,15000US420031915001,5535191.31041,18688.7581773,425529,Pittsburgh,PA,51,42,3,Allegheny County,191500,1,655,875,1,15000US420031915001,425529,Pittsburgh,PA,51,42,3,Allegheny County,191500,1,385,810,0.48,1915001,0.75,Yes,888244.6015625,7487.43628409388
20315,350,355,42,003,562300,2,420035623002,Block Group 2,G5030,S,1197940,275741,+40.4050484,-079.9308344,Glen Hazel,36,293.197,0.456,9,5623002,15000US420035623002,12712949.4446,18931.4943315,425529,Pittsburgh,PA,51,42,3,Allegheny County,562300,2,465,475,1,15000US420035623002,425529,Pittsburgh,PA,51,42,3,Allegheny County,562300,2,510,620,0.82,5623002,0.98000002,Yes,2039283.77734375,7582.20711115142
20316,351,356,42,003,563100,1,420035631001,Block Group 1,G5030,S,908984,0,+40.4338079,-080.0441065,Westwood,89,445.009,0.692,4,5631001,15000US420035631001,9754003.84117,13434.3847333,425529,Pittsburgh,PA,51,42,3,Allegheny County,563100,1,375,1190,0,15000US420035631001,425529,Pittsburgh,PA,51,42,3,Allegheny County,563100,1,165,855,0.19,5631001,0.31999999,No,1565924.171875,5382.34742325701
20317,352,357,42,003,980800,1,420039808001,Block Group 1,G5030,S,400091,163596,+40.4341374,-079.9683957,South Oakland,70,326.793,0.508,14,9808001,15000US420039808001,4213612.00443,15681.9130265,425529,Pittsburgh,PA,51,42,3,Allegheny County,980800,1,0,0,0,15000US420039808001,425529,Pittsburgh,PA,51,42,3,Allegheny County,980800,1,0,0,0,9808001,0,No,676426.765625,6278.71428841152
20318,353,358,42,003,160900,1,420031609001,Block Group 1,G5030,S,411944,158932,+40.4299127,-079.9697164,South Side Flats,72,601.553,0.936,7,1609001,15000US420031609001,4695786.26053,10543.4371498,425529,Pittsburgh,PA,51,42,3,Allegheny County,160900,1,600,1225,0,15000US420031609001,425529,Pittsburgh,PA,51,42,3,Allegheny County,160900,1,655,1125,0.58,1609001,0.49000001,No,753765.4296875,4221.54529881059
20319,354,359,42,003,100500,1,420031005001,Block Group 1,G5030,S,341506,0,+40.4760158,-079.9343044,Stanton Heights,79,472.615,0.735,13,1005001,15000US420031005001,3630027.80572,10179.9246352,425529,Pittsburgh,PA,51,42,3,Allegheny County,100500,1,315,750,0,15000US420031005001,425529,Pittsburgh,PA,51,42,3,Allegheny County,100500,1,260,915,0.28,1005001,0.41999999,No,583498.2734375,4083.78981676486
20320,355,360,42,003,130400,1,420031304001,Block Group 1,G5030,S,164947,0,+40.4543357,-079.8888770,Homewood South,42,256.093,0.398,11,1304001,15000US420031304001,1771099.23205,6038.28112707,425529,Pittsburgh,PA,51,42,3,Allegheny County,130400,1,275,290,1,15000US420031304001,425529,Pittsburgh,PA,51,42,3,Allegheny County,130400,1,165,205,0.8,1304001,0.94999999,Yes,284507.671875,2419.05828100403
20321,356,361,42,003,160800,2,420031608002,Block Group 2,G5030,S,234220,0,+40.4216124,-079.9656420,South Side Slopes,73,460.632,0.716,7,1608002,15000US420031608002,2375701.50121,9254.19145008,425529,Pittsburgh,PA,51,42,3,Allegheny County,160800,2,635,905,1,15000US420031608002,425529,Pittsburgh,PA,51,42,3,Allegheny County,160800,2,375,595,0.63,1608002,0.69999999,Yes,381263.4375,3706.96764853007
20322,357,224,42,003,980900,1, ,Block Group 1,G5030,S,1453388,854869,+40.4659231,-080.0458881,Marshall-Shadeland,50,148.209,0.231,2,9809001,15000US,6426350.59395,13293.0104401,0, , ,0,0,0, ,0,0,0,0,0, ,0, , ,0,0,0, ,0,0,0,0,0,0,0,No,1032606.84765625,5332.88312437939
20323,358,280,42,003,481000,2,420034810002,Block Group 2,G5030,S,211451,0,+40.4120501,-079.9841274,Mount Oliver Borough,0,218.225,0.339,0,4810002,15000US420034810002,2278765.65211,8438.62973558,0, , ,0,0,0, ,0,0,0,0,0, ,0, , ,0,0,0, ,0,0,0,0,0,0,0,No,365601.8125,3380.55221733603
20324,359,294,42,003,481000,3,420034810003,Block Group 3,G5030,S,195227,0,+40.4100338,-079.9884063,Mount Oliver Borough,0,218.225,0.339,0,4810003,15000US420034810003,2087573.46585,7136.43464388,0, , ,0,0,0, ,0,0,0,0,0, ,0, , ,0,0,0, ,0,0,0,0,0,0,0,No,334907.17578125,2859.44583500715
20325,360,295,42,003,481000,1,420034810001,Block Group 1,G5030,S,212675,0,+40.4158850,-079.9851540,Mount Oliver Borough,0,218.225,0.339,0,4810001,15000US420034810001,2289654.75704,6550.10727907,0, , ,0,0,0, ,0,0,0,0,0, ,0, , ,0,0,0, ,0,0,0,0,0,0,0,No,367390.70703125,2623.61905295328
20326,361,296,42,003,481000,4,420034810004,Block Group 4,G5030,S,260030,0,+40.4077982,-079.9851751,Mount Oliver Borough,0,218.225,0.339,0,4810004,15000US420034810004,2800839.4192,9112.32749307,0, , ,0,0,0, ,0,0,0,0,0, ,0, , ,0,0,0, ,0,0,0,0,0,0,0,No,449306.59765625,3648.82858899818
